AB1206000072|HALL-PCB ASSEMBLY|13.93
AB1206000073|CHARGING PORT|31.38
AB1206000074|BUMPER & SENSOR-PCB CABLE|25.91
AB1206000075|OV DISCHARGE BOARD PCB|33.00
AB1206000079|REAR DRIVE PCB COVER|11.44
AB1206000080|FRONT DRIVE PCB BRACKET|18.07
AB1206000076|OV DISCHARGE BOARD PCB CABLE|6.38
AB1206000081|FRONT DRIVE PCB|465.71
AB1206000077|REAR DRIVE PCB BRACKET|20.67
AB1206000078|REAR DRIVE PCB|233.53
AB1206000082|BATTERY TO FRONT DRIVE PCB CABLE|22.98
AB1206000083|FRONT TO REAR DRIVE PCB CABLE|22.20
AB1206000084|LOWER HOUSING CABLE CLAMP PLATE|3.78
AB1206000085|BATTERY COVER|29.22
AB1206000087|CHARGING PORT DECORATIVE PANEL - RIGHT|6.71
AB1206000088|CHARGING PORT DECORATIVE PANEL - LEFT|6.71
AB1206000089|BATTERY BRACKET|9.64
AB1206000090|BATTERY THERMAL INSULATION FOAM|4.04
AB1206000091|ANTENNA CLAMPING FOAM|2.96
AB1206000092|REAR AXLE CLAMPING PLATE|6.00
AB1206000093|BATTERY O-RING|4.93
AB1206000094|CHASSIS O-RING|9.27
AB1206000095|HEIGHT ADJUSTMENT MOTOR|444.71
AB1206000096|HEIGHT ADJUSTMENT MOTOR STRING|12.67
AB1206000097|HEIGHT ADJUSTMENT FRAME|151.51
AB1206000098|UPPER HOUSING & CHASSIS CONNECTION CABLE COVER|6.22
AB1206000099|UPPER HOUSING & CHASSIS CONNECTION CABLE COVER O-RING|3.49
AB1206000100|SPEAKER ACOUSTIC MESH|0.96
AB1206000102|BUMPER BACK COVER WITH BASIC SWITCH - EU/CH/UK|101.13
AB1206000101|BUMPER INNER FRAME ASSEMBLY|29.40
AB1206000103|BUMPER RUBBER|36.62
AB1206000104|BLADE DISC GUARD|52.73
AB1206000105|BUMPER DECORATIVE COVER|17.20
AB1206000107|CHARGING STATION TRAY|89.44
AB1206000106|FRONT AXLE COVER|16.13
AB1206000111|RIGHT-SIDE OUTER HOUSING|18.47
AB1206000112|LEFT-SIDE OUTER HOUSING|18.47
AB1206000113|WATERPROOF HOUSING|85.84
AB1206000114|SPEAKER MODULE|16.42
AB1206000116|HEXALOBULAR PAN HEAD SELF-TAPPING SCREW|0.40
AB1206000117|PHILLIPS PAN HEAD MACHINE SCREW M2X6|0.38
AB1206000118|HEX SOCKET HEAD CAP SCREW AND SPRING WASHER ASSEMBLY M4X20|0.49
AB1206000119|HEX SOCKET HEAD CAP SCREW WITH SPRING WASHER AND FLAT WASHER ASSEMBLY - M4X16|0.42
AB1206000120|HEX FLANGE LOCK NUT WITH NON-METALLIC INSERT STYLE 2 GRADE A M6|0.51
AB1206000121|HEX SOCKET SHOULDER SCREW - 8X50-M6X11|0.24
AB1206000122|PHILLIPS PAN HEAD SELF-TAPPING SCREW - TYPE G ST4.2X9.5|0.31
AB1206000123|HEX SOCKET HEAD CAP SCREW AND FLAT WASHER ASSEMBLY - M3X8|0.33
AB1206000131|BLADE FIXING SCREW - M4X9|0.38
AB1206000127|HEAVY WASHER GRADE C|0.38
AB1206000125|HEX SOCKET SHOULDER SCREW - 8X75-M6X11|3.69
AB1206000130|HEX SOCKET HEAD CAP SCREW WITH SPRING WASHER AND FLAT WASHER ASSEMBLY - M5X25|0.53
AB1206000132|REAR DECORATIVE COVER ASSEMBLY - X450|84.36
AB1206000136|BATTERY PACK 25AH|715.29
AB1206000134|REAR DECORATIVE COVER ASSEMBLY - CM|114.40
AB1206000138|LABELED PACKING KIT X430N|103.67
AB1206000142|LABELED PACKING KIT X450N|103.67
AB1206000139|LABELED PACKING KIT CM120M1N|103.67
AB1206000144|LABELED PACKING KIT CM240M1N|103.67
AB1206000145|CHASSIS ASSEMBLY - X430N|223.43
AB1206000146|CHASSIS ASSEMBLY - CM120M1N|245.83
AB1206000151|CHASSIS ASSEMBLY - CM240M1N|276.69
AB1206000149|CHASSIS ASSEMBLY - X450N|223.20
AB1206000154|GNSS STATION - NA|201.67
AB1206000153|CGS MAIN BODY NA|218.96
AB1206000152|UPPER HOUSING MAIN CONTROL BOARD - NA|545.13
AB1206000155|CHARGING PORT ANTI-COLLISION PAD|3.40
AB1206000156|THERMAL PAD ON BATTERY COVER|3.87
AB1206000157|BATTERY FOAM|3.80
AB1206000159|RIGHT MOWING MOTOR|213.91
AB1206000158|LEFT MOWING MOTOR|213.91
AB1206000160|LEFT BLADE DISC ASSEMBLY|57.78
AB1206000161|RIGHT BLADE DISC ASSEMBLY|57.78
AB1206000163|BUMPER SWAY BAR LINK|5.67
AB1206000164|HEXAGON SOCKET HEAD CAP SCREW & WASHER - N - M4*8|0.33
AB1206000162|PIEZOELECTRIC CERAMICS|7.69
AB1206000166|REAR AXLE COVER|5.96
AB1206000165|REAR AXLE MOUNTING BRACKET|37.31
AB1206000170|CAMERA UPPER HOUSING DECORATIVE COVER - CM|38.13
AB1206000168|RIGHT WING DECORATIVE COVER-CM|149.07
AB1206000169|UPPER EXTERIOR DECORATIVE COVER - CM|227.66
AB1206000171|MOTOR MAGNETIC RING|6.40
AB1206000172|CHARGING STATION MAGNETIC RING|4.56
AB1206000173|ASSEMBLY OF HEXAGON SOCKET HEAD CAP SCREW SPRING WASHER AND FLAT WASHER - G - M5*20|0.40
AB1206000175|ASSEMBLY OF HEXAGON SOCKET THIN HEAD CAP SCREW AND FLAT WASHER - M4*8|0.36
AB1206000174|HEXAGON SOCKET BUTTON HEAD SCREW - M5*8|0.33
AB1206000176|FRONT COVER OF CHARGING STATION|25.51
AB1206000177|RIGHT & LEFT HANDLE CGS|7.78
AB1206000179|INNER COVER CGS|7.31
AB1206000178|CHARGING SHAFT CGS ASSEMBLY|21.31
AB1206000182|CABLE CLAMP CGS|2.89
AB1206000181|BACK COVER WITH PCB ASSEMBLY NA CGS|141.27
AB1206000184|CAMERA BACK HOUSING -CM|45.07
AB1206000187|CAMERA UPPER HOUSING - CM|33.51
AB1206000185|CAMERA HOUSING - CM|125.96
AB1206000190|BATTERY PACK 20AH|645.96
AB1206000191|CHARGING PORT HALL WIRE HARNESS|7.53
AB1206000192|REAR DRIVE PCB RADIATOR|23.62
AB1206000193|REAR DRIVE PCB THERMAL PAD|4.84
AB1206000195|APATO CPU-DISPLAY FPC HARNESS|23.31
AB1206000197|FRONT WHEEL DECORATIVE COVER - CM|28.89
AB1206000198|UPPER HOUSING REAR COVER - CM|17.33
AB1206000199|LEFT WING DECORATIVE COVER - CM120|56.62
AB1206000200|LEFT WING DECORATIVE COVER - CM240|68.18
AB1206000201|REAR DECORATIVE COVER ASSEMBLY - X420|58.44
AB1206000203|REAR WHEEL DECORATIVE COVER - CM|21.96
AB1206000230|CAMERA UNIT-CM|807.73
AB1206000245|KEYPAD FPC CLAMP PLATE|2.67
AB1206000246|CROSS PAN HEAD TAPPING SCREW ST2.2X9.5|1.78
AB1206000247|HEX SOCKET HEAD CAP SCREW WITH SPRING WASHER AND FLAT WASHER|2.07
AB1206000202|UPPER HOUSING REAR COVER - GREY|10.51
AB1206000229|CAMERA UNIT|714.60
AB1206000248|PEG|3.93
AB1206000251|WARNING STICHKER CM - NA&ANZ&UK|7.51
AB1206000249|BUMPER BACK COVER WITH BASIC SWITCH-NA&ANZ|67.02
AB1206000252|REAR AXLE ASSEMBLY|516.93
AB1206000253|CAMERA UPPER HOUSING FOAM|2.71
AB1206000262|EPP PACKAGING-NA&ANZ|179.47
AB1207000001|IOT CABLE|7.47
AB1207000002|REAR WHEEL COMMUNICATION HARNESS|5.58
AB1207000003|REAR WHEEL POWER HARNESS|8.82
AB1207000004|BATTERY POWER HARNESS|11.73
AB1207000005|BATTERY COMMUNICATION HARNESS|4.56
AB1207000007|MOWING MODULE NA|168.33
AB1207000008|REAR WHEEL DRIVE MOTOR ASSEMBLY|322.31
AB1207000009|WHEEL FRAME SIDE COVER|1.87
AB1207000010|WHEEL FRAME FELT ASSEMBLY|5.00
AB1207000011|WHEEL FRAME RUBBER SEAL ASSEMBLY|3.82
AB1207000013|T-SHAPED PIN|2.53
AB1207000014|WHEEL FRAME DAMPING RUBBER BLOCK|1.18
AB1207000012|WHEEL FRAME SLIDING ROD|12.29
AB1207000015|WHEEL FRAME TENSION SPRING|1.02
AB1207000016|WHEEL FRAME DRIVE GEAR ASSEMBLY|7.07
AB1207000018|STEERING DETECTION BOARD|17.89
AB1207000017|STEERING DETECTION GEAR ASSEMBLY|2.80
AB1207000019|REAR WHEEL STEERING MOTOR|142.29
AB1207000020|STEERING DETECTION HARNESS|3.80
AB1207000021|BATTERY COVER|10.73
AB1207000022|OFF-ROAD WHEEL|33.00
AB1207000025|CHASSIS ASSEMBLY I210 AWD-NA|81.73
AB1207000026|DRIVE BOARD ASSEMBLY|305.49
AB1207000028|FASTENER HEX SOCKET K50X16|1.11
AB1207000027|REAR WHEEL TRANSITION BOARD|88.18
AB1207000029|BATTERY AND IOT CABLE CLAMP PLATE|8.00
AB1207000030|GEAR-PATTERN WHEEL COVER|8.44
AB1207000031|CIRCULAR-PATTERN WHEEL COVER|8.44
AB1207000033|CHASSIS OUTER SEAL STRIP|5.29
AB1207000032|CHASSIS INNER SEAL STRIP|1.22
AB1207000034|REAR WHEEL BASE SEAL STRIP|1.47
AB1207000035|ACU BOARD ASSEMBLY|261.64
AB1207000036|DRIVE BOARD COMMUNICATION HARNESS|9.02
AB1207000037|DISPLAY AND BUTTON HARNESS|10.64
AB1207000038|TOP SHELL BODY|121.91
AB1207000039|FPC CONNECTOR CLAMP PLATE|2.00
AB1207000040|GNSS ANTENNA MODULE|114.40
AB1207000041|REAR DECORATION COVER|35.58
AB1207000044|TOP DECORATION COVER I210 AWD|64.89
AB1207000042|TOP DECORATION COVER I206 AWD|64.89
AB1207000045|TOP DECORATION BUCKLE COVER|48.98
AB1207000046|BLADE DISC|57.76
AB1207000047|CHARGING STATION BOARD ASSEMBLY|165.36
AB1207000050|CGS MAIN BODY NA|213.38
AB1207000048|CGS CABLE ASSEMBLY|47.18
AB1207000051|GNSS STATION|183.73
AB1207000052|GNSS STATION CABLE|33.69
AB1207000055|LABELED PACKAGING KIT I210 AWD-NA|73.93
AB1207000056|GNSS ANTENNA TRANSMISSION CABLE|7.91
AB1207000057|CHASSIS CHARGING CONNECTION WIRE|4.89
AB1207000058|HEIGHT ADJUSTMENT KNOB|3.64
AB1207000060|AMBIENT LIGHT ASSEMBLY NA|58.69
AB1207000061|LABELED PACKAGING KIT I206 AWD-NA|74.00
AB1207000062|CHASSIS ASSEMBLY I206 AWD-NA|81.73
AB1207000063|HEIGHT ADJUSTMENT DRIVE GEAR|7.36
AB1207000064|VISIONFENCE MODULE|121.71
AB1207000077|HEIGHT ADJUSTMENT DIAL NA|6.58
AB1207000080|BLADE DISC COVER|11.36
AB1207000085|FASTENER SHCS WITH WASHER M3X9|0.36
AB1207000087|IOT MODULE NA|114.40
AB1207000088|BATTERY PACK 2.55AH-U4|184.87
AB50001720|BASE FORK ASSEMBLY; LAWN MOWER H&I&X SERIES|24.02
AB1202000112|VISIONFENCE MODULE DARK GREY|132.18
